"TIME","GEO","UNIT","ICD9CM","Value","Flag and Footnotes"
"2007","Spain","Number","Transplantation of kidney","19 573","e"
"2007","Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","92.58","e"
"2007","Spain","Per hundred thousand inhabitants","Haemodialysis","48.96","e"
"2007","Spain","Per hundred thousand inhabitants","Transplantation of kidney","43.61","e"
"2007","France","Number","Transplantation of kidney and haemodialysis","59 600","e"
"2007","France","Number","Haemodialysis","32 600","e"
"2007","France","Number","Transplantation of kidney","27 000","e"
"2007","France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","93.38","e"
"2007","France","Per hundred thousand inhabitants","Haemodialysis","51.08","e"
"2007","France","Per hundred thousand inhabitants","Transplantation of kidney","42.30","e"
"2007","Croatia","Number","Transplantation of kidney and haemodialysis","3 932",""
"2007","Croatia","Number","Haemodialysis","3 023",""
"2007","Croatia","Number","Transplantation of kidney","909",""
"2007","Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","88.58",""
"2007","Croatia","Per hundred thousand inhabitants","Haemodialysis","68.10",""
"2007","Croatia","Per hundred thousand inhabitants","Transplantation of kidney","20.48",""
"2007","Italy","Number","Transplantation of kidney and haemodialysis","53 903",""
"2007","Italy","Number","Haemodialysis","43 761",""
"2007","Italy","Number","Transplantation of kidney","10 142","d"
"2007","Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","90.78",""
"2007","Italy","Per hundred thousand inhabitants","Haemodialysis","73.70",""
"2007","Italy","Per hundred thousand inhabitants","Transplantation of kidney","17.08","d"
"2007","Lithuania","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Lithuania","Number","Haemodialysis",":",""
"2007","Lithuania","Number","Transplantation of kidney","460",""
"2007","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Lithuania","Per hundred thousand inhabitants","Haemodialysis",":",""
"2007","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney","13.63",""
"2007","Luxembourg","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Luxembourg","Number","Haemodialysis","237",""
"2007","Luxembourg","Number","Transplantation of kidney",":",""
"2007","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Luxembourg","Per hundred thousand inhabitants","Haemodialysis","49.38",""
"2007","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Hungary","Number","Transplantation of kidney and haemodialysis","7 964",""
"2007","Hungary","Number","Haemodialysis","5 746",""
"2007","Hungary","Number","Transplantation of kidney","2 218",""
"2007","Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","79.20",""
"2007","Hungary","Per hundred thousand inhabitants","Haemodialysis","57.14",""
"2007","Hungary","Per hundred thousand inhabitants","Transplantation of kidney","22.06",""
"2007","Malta","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Malta","Number","Haemodialysis",":",""
"2007","Malta","Number","Transplantation of kidney",":",""
"2007","Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Malta","Per hundred thousand inhabitants","Haemodialysis",":",""
"2007","Malta","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Netherlands","Number","Transplantation of kidney and haemodialysis","12 363",""
"2007","Netherlands","Number","Haemodialysis","5 780",""
"2007","Netherlands","Number","Transplantation of kidney","6 583",""
"2007","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","75.47",""
"2007","Netherlands","Per hundred thousand inhabitants","Haemodialysis","35.28",""
"2007","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney","40.19",""
"2007","Austria","Number","Transplantation of kidney and haemodialysis","7 738",""
"2007","Austria","Number","Haemodialysis","3 947",""
"2007","Austria","Number","Transplantation of kidney","3 791",""
"2007","Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","93.22",""
"2007","Austria","Per hundred thousand inhabitants","Haemodialysis","47.55",""
"2007","Austria","Per hundred thousand inhabitants","Transplantation of kidney","45.67",""
"2007","Poland","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Poland","Number","Haemodialysis","25 813",""
"2007","Poland","Number","Transplantation of kidney",":",""
"2007","Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Poland","Per hundred thousand inhabitants","Haemodialysis","67.71",""
"2007","Poland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Portugal","Number","Transplantation of kidney and haemodialysis","14 567",""
"2007","Portugal","Number","Haemodialysis","9 554",""
"2007","Portugal","Number","Transplantation of kidney","5 013",""
"2007","Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","137.32",""
"2007","Portugal","Per hundred thousand inhabitants","Haemodialysis","90.06",""
"2007","Portugal","Per hundred thousand inhabitants","Transplantation of kidney","47.26",""
"2007","Romania","Number","Transplantation of kidney and haemodialysis","11 384",""
"2007","Romania","Number","Haemodialysis","11 384",""
"2007","Romania","Number","Transplantation of kidney",":",""
"2007","Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","52.83",""
"2007","Romania","Per hundred thousand inhabitants","Haemodialysis","52.83",""
"2007","Romania","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Slovakia","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Slovakia","Number","Haemodialysis","2 930",""
"2007","Slovakia","Number","Transplantation of kidney",":",""
"2007","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Slovakia","Per hundred thousand inhabitants","Haemodialysis","54.29",""
"2007","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Finland","Number","Transplantation of kidney and haemodialysis","3 949",""
"2007","Finland","Number","Haemodialysis","1 594",""
"2007","Finland","Number","Transplantation of kidney","2 355",""
"2007","Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","74.67",""
"2007","Finland","Per hundred thousand inhabitants","Haemodialysis","30.14",""
"2007","Finland","Per hundred thousand inhabitants","Transplantation of kidney","44.53",""
"2007","Iceland","Number","Transplantation of kidney and haemodialysis","158",""
"2007","Iceland","Number","Haemodialysis","60",""
"2007","Iceland","Number","Transplantation of kidney","98",""
"2007","Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","50.71",""
"2007","Iceland","Per hundred thousand inhabitants","Haemodialysis","19.26",""
"2007","Iceland","Per hundred thousand inhabitants","Transplantation of kidney","31.45",""
"2007","Liechtenstein","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Liechtenstein","Number","Haemodialysis",":",""
"2007","Liechtenstein","Number","Transplantation of kidney",":",""
"2007","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",":",""
"2007","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Switzerland","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Switzerland","Number","Haemodialysis",":",""
"2007","Switzerland","Number","Transplantation of kidney",":",""
"2007","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Switzerland","Per hundred thousand inhabitants","Haemodialysis",":",""
"2007","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","United Kingdom","Number","Transplantation of kidney and haemodialysis","45 484",""
"2007","United Kingdom","Number","Haemodialysis","24 352",""
"2007","United Kingdom","Number","Transplantation of kidney","21 132",""
"2007","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","74.58",""
"2007","United Kingdom","Per hundred thousand inhabitants","Haemodialysis","39.93",""
"2007","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney","34.65",""
"2007","Serbia","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Serbia","Number","Haemodialysis","4 146.00",""
"2007","Serbia","Number","Transplantation of kidney",":",""
"2007","Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Serbia","Per hundred thousand inhabitants","Haemodialysis","56.17",""
"2007","Serbia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2007","Turkey","Number","Transplantation of kidney and haemodialysis",":",""
"2007","Turkey","Number","Haemodialysis","46 508",""
"2007","Turkey","Number","Transplantation of kidney",":",""
"2007","Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2007","Turkey","Per hundred thousand inhabitants","Haemodialysis","66.31",""
"2007","Turkey","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Belgium","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Belgium","Number","Haemodialysis",":",""
"2008","Belgium","Number","Transplantation of kidney",":",""
"2008","Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Belgium","Per hundred thousand inhabitants","Haemodialysis",":",""
"2008","Belgium","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Bulgaria","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Bulgaria","Number","Haemodialysis",":",""
"2008","Bulgaria","Number","Transplantation of kidney",":",""
"2008","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Bulgaria","Per hundred thousand inhabitants","Haemodialysis",":",""
"2008","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Czechia","Number","Transplantation of kidney and haemodialysis","9 956",""
"2008","Czechia","Number","Haemodialysis","6 269",""
"2008","Czechia","Number","Transplantation of kidney","3 687",""
"2008","Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","95.51",""
"2008","Czechia","Per hundred thousand inhabitants","Haemodialysis","60.14",""
"2008","Czechia","Per hundred thousand inhabitants","Transplantation of kidney","35.37",""
"2008","Denmark","Number","Transplantation of kidney and haemodialysis","4 613",""
"2008","Denmark","Number","Haemodialysis","2 718",""
"2008","Denmark","Number","Transplantation of kidney","1 895",""
"2008","Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","83.97",""
"2008","Denmark","Per hundred thousand inhabitants","Haemodialysis","49.48",""
"2008","Denmark","Per hundred thousand inhabitants","Transplantation of kidney","34.49",""
"2008","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",":",""
"2008","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",":",""
"2008","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",":",""
"2008","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Estonia","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Estonia","Number","Haemodialysis",":",""
"2008","Estonia","Number","Transplantation of kidney","357",""
"2008","Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Estonia","Per hundred thousand inhabitants","Haemodialysis",":",""
"2008","Estonia","Per hundred thousand inhabitants","Transplantation of kidney","26.63",""
"2008","Ireland","Number","Transplantation of kidney and haemodialysis","3 329",""
"2008","Ireland","Number","Haemodialysis","1 601",""
"2008","Ireland","Number","Transplantation of kidney","1 728",""
"2008","Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","75.22",""
"2008","Ireland","Per hundred thousand inhabitants","Haemodialysis","36.18",""
"2008","Ireland","Per hundred thousand inhabitants","Transplantation of kidney","39.04",""
"2008","Greece","Number","Transplantation of kidney and haemodialysis","11 606",""
"2008","Greece","Number","Haemodialysis","9 226",""
"2008","Greece","Number","Transplantation of kidney","2 380",""
"2008","Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","103.28",""
"2008","Greece","Per hundred thousand inhabitants","Haemodialysis","82.10",""
"2008","Greece","Per hundred thousand inhabitants","Transplantation of kidney","21.18",""
"2008","Spain","Number","Transplantation of kidney and haemodialysis","44 875","e"
"2008","Spain","Number","Haemodialysis","22 609","e"
"2008","Spain","Number","Transplantation of kidney","22 266","e"
"2008","Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","98.51","e"
"2008","Spain","Per hundred thousand inhabitants","Haemodialysis","49.63","e"
"2008","Spain","Per hundred thousand inhabitants","Transplantation of kidney","48.88","e"
"2008","France","Number","Transplantation of kidney and haemodialysis","56 755","e"
"2008","France","Number","Haemodialysis","31 056","e"
"2008","France","Number","Transplantation of kidney","25 699","e"
"2008","France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","88.43","e"
"2008","France","Per hundred thousand inhabitants","Haemodialysis","48.39","e"
"2008","France","Per hundred thousand inhabitants","Transplantation of kidney","40.04","e"
"2008","Croatia","Number","Transplantation of kidney and haemodialysis","4 009",""
"2008","Croatia","Number","Haemodialysis","2 987",""
"2008","Croatia","Number","Transplantation of kidney","1 022",""
"2008","Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","90.38",""
"2008","Croatia","Per hundred thousand inhabitants","Haemodialysis","67.34",""
"2008","Croatia","Per hundred thousand inhabitants","Transplantation of kidney","23.04",""
"2008","Italy","Number","Transplantation of kidney and haemodialysis","56 497",""
"2008","Italy","Number","Haemodialysis","45 025",""
"2008","Italy","Number","Transplantation of kidney","11 472","d"
"2008","Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","94.43",""
"2008","Italy","Per hundred thousand inhabitants","Haemodialysis","75.25",""
"2008","Italy","Per hundred thousand inhabitants","Transplantation of kidney","19.17","d"
"2008","Lithuania","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Lithuania","Number","Haemodialysis",":",""
"2008","Lithuania","Number","Transplantation of kidney","509",""
"2008","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Lithuania","Per hundred thousand inhabitants","Haemodialysis",":",""
"2008","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney","15.16",""
"2008","Luxembourg","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Luxembourg","Number","Haemodialysis","276",""
"2008","Luxembourg","Number","Transplantation of kidney",":",""
"2008","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Luxembourg","Per hundred thousand inhabitants","Haemodialysis","56.48",""
"2008","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Hungary","Number","Transplantation of kidney and haemodialysis","8 590",""
"2008","Hungary","Number","Haemodialysis","6 229",""
"2008","Hungary","Number","Transplantation of kidney","2 361",""
"2008","Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","85.57",""
"2008","Hungary","Per hundred thousand inhabitants","Haemodialysis","62.05",""
"2008","Hungary","Per hundred thousand inhabitants","Transplantation of kidney","23.52",""
"2008","Malta","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Malta","Number","Haemodialysis",":",""
"2008","Malta","Number","Transplantation of kidney",":",""
"2008","Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Malta","Per hundred thousand inhabitants","Haemodialysis",":",""
"2008","Malta","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Netherlands","Number","Transplantation of kidney and haemodialysis","12 825",""
"2008","Netherlands","Number","Haemodialysis","5 851",""
"2008","Netherlands","Number","Transplantation of kidney","6 974",""
"2008","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","77.98",""
"2008","Netherlands","Per hundred thousand inhabitants","Haemodialysis","35.58",""
"2008","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney","42.41",""
"2008","Austria","Number","Transplantation of kidney and haemodialysis","7 920",""
"2008","Austria","Number","Haemodialysis","4 045",""
"2008","Austria","Number","Transplantation of kidney","3 875",""
"2008","Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","95.00",""
"2008","Austria","Per hundred thousand inhabitants","Haemodialysis","48.52",""
"2008","Austria","Per hundred thousand inhabitants","Transplantation of kidney","46.48",""
"2008","Poland","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Poland","Number","Haemodialysis","29 396",""
"2008","Poland","Number","Transplantation of kidney",":",""
"2008","Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Poland","Per hundred thousand inhabitants","Haemodialysis","77.10",""
"2008","Poland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Portugal","Number","Transplantation of kidney and haemodialysis","14 965",""
"2008","Portugal","Number","Haemodialysis","9 814",""
"2008","Portugal","Number","Transplantation of kidney","5 151",""
"2008","Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","140.88",""
"2008","Portugal","Per hundred thousand inhabitants","Haemodialysis","92.39",""
"2008","Portugal","Per hundred thousand inhabitants","Transplantation of kidney","48.49",""
"2008","Romania","Number","Transplantation of kidney and haemodialysis","9 864",""
"2008","Romania","Number","Haemodialysis","9 864",""
"2008","Romania","Number","Transplantation of kidney",":",""
"2008","Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","45.85",""
"2008","Romania","Per hundred thousand inhabitants","Haemodialysis","45.85",""
"2008","Romania","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Slovakia","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Slovakia","Number","Haemodialysis","2 937",""
"2008","Slovakia","Number","Transplantation of kidney",":",""
"2008","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Slovakia","Per hundred thousand inhabitants","Haemodialysis","54.32",""
"2008","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Finland","Number","Transplantation of kidney and haemodialysis","4 088",""
"2008","Finland","Number","Haemodialysis","1 700",""
"2008","Finland","Number","Transplantation of kidney","2 388",""
"2008","Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","76.94",""
"2008","Finland","Per hundred thousand inhabitants","Haemodialysis","31.99",""
"2008","Finland","Per hundred thousand inhabitants","Transplantation of kidney","44.94",""
"2008","Iceland","Number","Transplantation of kidney and haemodialysis","167",""
"2008","Iceland","Number","Haemodialysis","64",""
"2008","Iceland","Number","Transplantation of kidney","103",""
"2008","Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","52.61",""
"2008","Iceland","Per hundred thousand inhabitants","Haemodialysis","20.16",""
"2008","Iceland","Per hundred thousand inhabitants","Transplantation of kidney","32.45",""
"2008","Liechtenstein","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Liechtenstein","Number","Haemodialysis",":",""
"2008","Liechtenstein","Number","Transplantation of kidney",":",""
"2008","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",":",""
"2008","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Switzerland","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Switzerland","Number","Haemodialysis",":",""
"2008","Switzerland","Number","Transplantation of kidney",":",""
"2008","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Switzerland","Per hundred thousand inhabitants","Haemodialysis",":",""
"2008","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","United Kingdom","Number","Transplantation of kidney and haemodialysis","47 209",""
"2008","United Kingdom","Number","Haemodialysis","25 225",""
"2008","United Kingdom","Number","Transplantation of kidney","21 984",""
"2008","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","76.90",""
"2008","United Kingdom","Per hundred thousand inhabitants","Haemodialysis","41.09",""
"2008","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney","35.81",""
"2008","Serbia","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Serbia","Number","Haemodialysis","4 369.00",""
"2008","Serbia","Number","Transplantation of kidney",":",""
"2008","Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Serbia","Per hundred thousand inhabitants","Haemodialysis","59.44",""
"2008","Serbia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2008","Turkey","Number","Transplantation of kidney and haemodialysis",":",""
"2008","Turkey","Number","Haemodialysis","50 554",""
"2008","Turkey","Number","Transplantation of kidney",":",""
"2008","Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2008","Turkey","Per hundred thousand inhabitants","Haemodialysis","71.15",""
"2008","Turkey","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Belgium","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Belgium","Number","Haemodialysis",":",""
"2009","Belgium","Number","Transplantation of kidney",":",""
"2009","Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Belgium","Per hundred thousand inhabitants","Haemodialysis",":",""
"2009","Belgium","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Bulgaria","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Bulgaria","Number","Haemodialysis",":",""
"2009","Bulgaria","Number","Transplantation of kidney",":",""
"2009","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Bulgaria","Per hundred thousand inhabitants","Haemodialysis",":",""
"2009","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Czechia","Number","Transplantation of kidney and haemodialysis","10 184",""
"2009","Czechia","Number","Haemodialysis","6 413",""
"2009","Czechia","Number","Transplantation of kidney","3 771",""
"2009","Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","97.11",""
"2009","Czechia","Per hundred thousand inhabitants","Haemodialysis","61.15",""
"2009","Czechia","Per hundred thousand inhabitants","Transplantation of kidney","35.96",""
"2009","Denmark","Number","Transplantation of kidney and haemodialysis","4 705",""
"2009","Denmark","Number","Haemodialysis","2 705",""
"2009","Denmark","Number","Transplantation of kidney","2 000",""
"2009","Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","85.19",""
"2009","Denmark","Per hundred thousand inhabitants","Haemodialysis","48.98",""
"2009","Denmark","Per hundred thousand inhabitants","Transplantation of kidney","36.21",""
"2009","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",":",""
"2009","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",":",""
"2009","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",":",""
"2009","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Estonia","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Estonia","Number","Haemodialysis",":",""
"2009","Estonia","Number","Transplantation of kidney","395",""
"2009","Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Estonia","Per hundred thousand inhabitants","Haemodialysis",":",""
"2009","Estonia","Per hundred thousand inhabitants","Transplantation of kidney","29.47",""
"2009","Ireland","Number","Transplantation of kidney and haemodialysis","3 505",""
"2009","Ireland","Number","Haemodialysis","1 660",""
"2009","Ireland","Number","Transplantation of kidney","1 845",""
"2009","Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","78.61",""
"2009","Ireland","Per hundred thousand inhabitants","Haemodialysis","37.23",""
"2009","Ireland","Per hundred thousand inhabitants","Transplantation of kidney","41.38",""
"2009","Greece","Number","Transplantation of kidney and haemodialysis","12 018",""
"2009","Greece","Number","Haemodialysis","9 589",""
"2009","Greece","Number","Transplantation of kidney","2 429",""
"2009","Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","106.52",""
"2009","Greece","Per hundred thousand inhabitants","Haemodialysis","84.99",""
"2009","Greece","Per hundred thousand inhabitants","Transplantation of kidney","21.53",""
"2009","Spain","Number","Transplantation of kidney and haemodialysis","46 093","e"
"2009","Spain","Number","Haemodialysis","23 391","e"
"2009","Spain","Number","Transplantation of kidney","22 702","e"
"2009","Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","100.40","e"
"2009","Spain","Per hundred thousand inhabitants","Haemodialysis","50.95","e"
"2009","Spain","Per hundred thousand inhabitants","Transplantation of kidney","49.45","e"
"2009","France","Number","Transplantation of kidney and haemodialysis","62 739",""
"2009","France","Number","Haemodialysis","33 558",""
"2009","France","Number","Transplantation of kidney","29 181",""
"2009","France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","97.26",""
"2009","France","Per hundred thousand inhabitants","Haemodialysis","52.02",""
"2009","France","Per hundred thousand inhabitants","Transplantation of kidney","45.24",""
"2009","Croatia","Number","Transplantation of kidney and haemodialysis","4 124",""
"2009","Croatia","Number","Haemodialysis","2 968",""
"2009","Croatia","Number","Transplantation of kidney","1 156",""
"2009","Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","93.08",""
"2009","Croatia","Per hundred thousand inhabitants","Haemodialysis","66.99",""
"2009","Croatia","Per hundred thousand inhabitants","Transplantation of kidney","26.09",""
"2009","Italy","Number","Transplantation of kidney and haemodialysis","58 804",""
"2009","Italy","Number","Haemodialysis","45 892",""
"2009","Italy","Number","Transplantation of kidney","12 912","d"
"2009","Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","97.69",""
"2009","Italy","Per hundred thousand inhabitants","Haemodialysis","76.24",""
"2009","Italy","Per hundred thousand inhabitants","Transplantation of kidney","21.45","d"
"2009","Lithuania","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Lithuania","Number","Haemodialysis",":",""
"2009","Lithuania","Number","Transplantation of kidney","579",""
"2009","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Lithuania","Per hundred thousand inhabitants","Haemodialysis",":",""
"2009","Lithuania","Per hundred thousand inhabitants","Transplantation of kidney","17.34",""
"2009","Luxembourg","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Luxembourg","Number","Haemodialysis","289",""
"2009","Luxembourg","Number","Transplantation of kidney",":",""
"2009","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Luxembourg","Per hundred thousand inhabitants","Haemodialysis","58.06",""
"2009","Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Hungary","Number","Transplantation of kidney and haemodialysis","8 942",""
"2009","Hungary","Number","Haemodialysis","6 414",""
"2009","Hungary","Number","Transplantation of kidney","2 528",""
"2009","Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","89.22",""
"2009","Hungary","Per hundred thousand inhabitants","Haemodialysis","64.00",""
"2009","Hungary","Per hundred thousand inhabitants","Transplantation of kidney","25.22",""
"2009","Malta","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Malta","Number","Haemodialysis",":",""
"2009","Malta","Number","Transplantation of kidney",":",""
"2009","Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Malta","Per hundred thousand inhabitants","Haemodialysis",":",""
"2009","Malta","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Netherlands","Number","Transplantation of kidney and haemodialysis","13 449",""
"2009","Netherlands","Number","Haemodialysis","6 082",""
"2009","Netherlands","Number","Transplantation of kidney","7 367",""
"2009","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","81.36",""
"2009","Netherlands","Per hundred thousand inhabitants","Haemodialysis","36.79",""
